COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
53061,1.70%,1.40%,5.60%,19.10%,72.10%
53063,3.30%,5.70%,8.00%,15.10%,67.90%
53065,5.00%,3.90%,6.90%,25.70%,58.50%
53067,2.20%,5.10%,10.90%,13.20%,68.50%
53069,4.50%,5.70%,7.90%,16.10%,65.80%
53071,8.30%,2.20%,6.10%,19.30%,64.10%
53073,4.20%,2.80%,6.10%,12.20%,74.70%
53075,0.20%,0.90%,4.90%,31.00%,62.90%
53077,1.20%,3.50%,6.90%,14.30%,74.00%
54001,9.20%,3.10%,7.10%,28.70%,51.90%
54003,6.50%,4.90%,19.60%,16.60%,52.40%
54005,9.70%,13.80%,9.30%,19.70%,47.50%
54007,10.20%,13.10%,16.70%,20.20%,39.80%
54009,6.70%,11.00%,19.50%,19.20%,43.60%
54011,9.20%,9.00%,15.40%,18.60%,47.60%
54013,8.50%,7.00%,22.70%,21.00%,40.80%
54015,9.80%,9.70%,16.20%,15.20%,49.10%
54017,18.70%,1.10%,7.50%,30.70%,42.00%
54019,14.00%,8.80%,22.60%,13.70%,40.90%
54021,14.10%,7.60%,14.40%,23.60%,40.30%
54023,10.00%,23.20%,6.70%,19.30%,40.70%
54025,7.00%,3.00%,11.30%,23.30%,55.40%
54027,2.10%,3.50%,8.80%,23.60%,61.90%
54029,7.20%,12.80%,15.10%,19.00%,45.90%
54031,3.90%,15.20%,10.30%,23.00%,47.60%
54033,13.20%,2.10%,7.10%,31.90%,45.70%
54035,11.10%,5.50%,9.70%,21.60%,52.20%
54037,4.10%,3.80%,20.00%,16.90%,55.20%
54039,14.50%,3.90%,6.40%,14.70%,60.50%
54041,16.10%,2.90%,6.80%,28.80%,45.40%
54043,9.10%,7.70%,16.40%,16.70%,50.10%
54045,8.20%,11.00%,11.60%,24.70%,44.50%
54047,7.00%,9.50%,18.90%,22.60%,42.00%
54049,6.90%,6.00%,11.10%,28.10%,47.90%
54051,7.50%,9.50%,7.70%,25.60%,49.70%
54053,8.10%,9.50%,19.50%,14.90%,48.10%
54055,7.60%,15.20%,17.40%,10.30%,49.50%
54057,3.30%,1.60%,4.20%,23.40%,67.40%
54059,8.40%,9.30%,9.30%,17.20%,55.80%
54061,4.60%,7.70%,13.90%,22.10%,51.70%
54063,4.80%,6.30%,11.60%,14.00%,63.40%
54065,2.50%,8.50%,16.90%,25.80%,46.30%
54067,6.00%,8.80%,16.60%,14.30%,54.20%
54069,10.80%,6.80%,9.20%,24.30%,49.00%
54071,6.00%,14.20%,12.80%,21.40%,45.60%
54073,8.80%,10.80%,17.00%,28.70%,34.60%
54075,7.50%,3.00%,17.00%,22.70%,49.90%
54077,5.70%,2.80%,8.70%,24.70%,58.00%
54079,8.70%,4.80%,8.80%,18.40%,59.30%
54081,8.70%,8.30%,25.70%,14.80%,42.60%
54083,9.80%,5.00%,14.00%,26.50%,44.70%
54085,14.10%,5.90%,18.30%,26.20%,35.60%
54087,8.20%,2.40%,19.10%,21.00%,49.30%
54089,5.30%,10.40%,16.60%,11.10%,56.70%
54091,7.20%,3.20%,9.20%,28.80%,51.70%
54093,10.80%,8.70%,4.80%,29.20%,46.50%
54095,8.30%,5.60%,13.70%,27.20%,45.20%
54097,13.10%,3.90%,7.70%,27.80%,47.50%
54099,11.10%,11.90%,18.60%,16.20%,42.30%
54101,6.50%,8.30%,16.30%,21.10%,47.90%
54103,5.10%,6.70%,8.10%,27.90%,52.10%
54105,11.20%,5.90%,21.90%,22.20%,38.90%
54107,9.40%,9.90%,14.90%,27.70%,38.10%
54109,7.30%,9.80%,17.60%,24.50%,40.80%
55001,16.30%,18.90%,22.70%,21.30%,20.80%
55003,7.80%,3.80%,11.80%,36.30%,40.30%
55005,13.80%,16.30%,7.00%,25.90%,37.00%
55007,6.70%,3.90%,10.70%,39.20%,39.50%
55009,6.90%,5.30%,18.40%,20.80%,48.60%
55011,3.90%,10.60%,17.20%,26.90%,41.40%
55013,9.70%,16.30%,8.20%,23.60%,42.20%
55015,6.40%,10.00%,14.10%,33.00%,36.50%
55017,5.90%,9.80%,18.40%,24.60%,41.40%
55019,16.20%,14.90%,15.80%,14.60%,38.40%
55021,3.50%,7.30%,8.20%,22.20%,58.90%
55023,20.20%,3.30%,11.00%,15.80%,49.70%
55025,1.70%,2.00%,9.20%,23.00%,64.10%
55027,11.00%,13.80%,16.60%,20.00%,38.60%
55029,2.10%,3.00%,5.90%,26.40%,62.70%
55031,4.40%,4.20%,9.20%,32.70%,49.50%
55033,6.20%,7.60%,17.90%,26.60%,41.70%
55035,4.20%,7.60%,20.30%,25.50%,42.40%
55037,5.30%,7.30%,14.30%,23.80%,49.40%
55039,12.10%,15.50%,15.80%,24.40%,32.20%
55041,8.50%,5.30%,16.20%,21.50%,48.40%
55043,10.30%,10.20%,18.00%,16.60%,44.90%
55045,9.20%,8.40%,11.90%,26.90%,43.60%
55047,9.20%,12.20%,18.40%,11.70%,48.60%
55049,6.50%,7.70%,9.20%,33.30%,43.30%
55051,4.00%,5.20%,14.20%,24.80%,51.80%
55053,2.70%,10.00%,14.00%,32.90%,40.40%
55055,11.40%,9.30%,9.60%,17.90%,51.80%
55057,11.30%,12.40%,18.00%,23.20%,35.20%
55059,7.70%,8.30%,9.70%,15.50%,58.90%
55061,3.30%,3.50%,11.20%,20.80%,61.20%
55063,6.40%,7.20%,7.60%,28.90%,49.80%
55065,5.60%,9.80%,19.70%,25.30%,39.60%
55067,8.50%,10.20%,14.20%,23.90%,43.20%
55069,10.10%,10.50%,13.20%,20.40%,45.90%
55071,17.50%,8.90%,25.90%,13.30%,34.50%
55073,12.30%,13.60%,16.50%,23.60%,34.00%
55075,9.30%,10.40%,6.60%,25.80%,47.90%
55077,17.40%,19.10%,20.00%,16.30%,27.10%
55078,4.20%,10.30%,31.00%,24.60%,30.00%
55079,5.30%,6.70%,11.90%,26.40%,49.70%
55081,7.30%,3.00%,15.40%,28.40%,46.00%
55083,7.00%,8.20%,18.60%,21.50%,44.70%
55085,5.70%,5.00%,15.50%,18.60%,55.20%
55087,8.50%,12.40%,13.50%,30.20%,35.30%
55089,7.60%,11.30%,9.10%,30.00%,42.00%
55091,7.10%,5.60%,19.80%,23.30%,44.30%
55093,6.30%,9.40%,14.40%,25.00%,44.90%
55095,8.10%,11.30%,15.40%,25.30%,39.90%
55097,15.70%,15.90%,21.50%,18.80%,28.00%
55099,5.90%,8.10%,7.90%,15.00%,63.10%
55101,6.10%,6.70%,16.70%,19.30%,51.20%
55103,31.20%,7.40%,5.50%,11.60%,44.30%
55105,2.30%,13.90%,9.60%,27.70%,46.40%
55107,9.50%,13.50%,10.60%,16.80%,49.60%
55109,10.10%,10.20%,8.50%,34.20%,37.00%
55111,6.30%,16.30%,11.30%,19.30%,46.80%
55113,5.80%,12.60%,13.30%,25.60%,42.70%
55115,5.00%,12.10%,35.50%,18.80%,28.60%
55117,12.80%,11.40%,17.40%,19.90%,38.50%
55119,20.10%,16.50%,9.00%,12.00%,42.40%
55121,2.00%,12.60%,8.50%,38.10%,38.70%
55123,15.70%,5.20%,9.30%,24.40%,45.40%
55125,5.10%,4.70%,13.80%,23.10%,53.30%
55127,11.60%,14.60%,13.70%,19.10%,41.00%
55129,8.20%,16.80%,11.70%,24.30%,39.00%
55131,3.10%,14.20%,22.00%,29.80%,30.90%
55133,7.10%,16.50%,14.50%,25.80%,36.10%
55135,7.60%,6.90%,20.60%,14.30%,50.60%
55137,10.90%,14.70%,20.20%,18.60%,35.60%
55139,7.40%,19.40%,12.60%,15.60%,45.00%
55141,13.10%,17.70%,21.50%,18.10%,29.60%
56001,13.60%,10.00%,15.10%,18.10%,43.20%
56003,18.20%,18.70%,12.00%,25.70%,25.30%
56005,21.60%,16.40%,13.10%,20.10%,28.90%
56007,4.40%,13.70%,8.70%,27.80%,45.40%
56009,13.80%,11.30%,12.10%,29.30%,33.50%
56011,14.50%,11.50%,14.30%,19.20%,40.40%
56013,16.00%,6.20%,6.00%,29.40%,42.40%
56015,20.10%,16.90%,11.10%,22.30%,29.60%
56017,20.80%,9.30%,6.80%,30.70%,32.40%
56019,18.30%,20.80%,10.30%,21.60%,29.00%
56021,14.30%,12.70%,10.00%,22.10%,40.90%
56023,13.10%,18.30%,12.80%,23.50%,32.40%
56025,10.00%,8.40%,9.40%,32.50%,39.80%
56027,16.90%,19.10%,17.70%,22.20%,24.10%
56029,18.90%,15.30%,19.10%,20.50%,26.20%
56031,14.90%,14.90%,12.30%,16.00%,41.80%
56033,17.00%,25.10%,9.90%,20.30%,27.80%
56035,22.30%,11.10%,6.10%,23.10%,37.40%
56037,6.10%,29.50%,23.00%,14.60%,26.80%
56039,9.50%,15.70%,16.00%,24.70%,34.00%
56041,9.80%,27.80%,15.40%,20.70%,26.40%
56043,20.40%,15.50%,6.90%,28.50%,28.70%
56045,14.20%,12.90%,14.80%,20.70%,37.40%
